order_id,user_id,order_timestamp,order_amount,model,touch_id,campaign_id,placement_id,creative_id,source_type,touch_timestamp,weight,attributed_revenue
so_00000,su_00000,2026-09-07 08:24:40.050140554,19990.0,last_touch,st_000000,cmp_005,pl_013,cr_013,click,2026-09-01 08:18:50.301833987,0.0,0.0
so_00000,su_00000,2026-09-07 08:24:40.050140554,19990.0,last_touch,st_000001,cmp_005,pl_013,cr_013,bot_start,2026-09-01 08:41:14.069581612,0.0,0.0
so_00000,su_00000,2026-09-07 08:24:40.050140554,19990.0,last_touch,st_000002,cmp_005,pl_013,cr_013,lead,2026-09-02 02:52:01.095742690,1.0,19990.0
so_00001,su_00014,2026-08-15 11:04:25.129217907,19990.0,last_touch,st_000011,cmp_001,pl_025,cr_010,click,2026-08-13 19:35:50.466075827,0.0,0.0
so_00001,su_00014,2026-08-15 11:04:25.129217907,19990.0,last_touch,st_000012,cmp_001,pl_025,cr_010,bot_start,2026-08-13 20:03:58.309058113,0.0,0.0
so_00001,su_00014,2026-08-15 11:04:25.129217907,19990.0,last_touch,st_000013,cmp_001,pl_025,cr_010,lead,2026-08-14 01:37:22.391091702,1.0,19990.0
so_00002,su_00032,2026-09-13 13:07:11.013625416,9990.0,last_touch,st_000029,cmp_007,pl_007,cr_007,click,2026-09-08 16:46:08.281499167,0.0,0.0
so_00002,su_00032,2026-09-13 13:07:11.013625416,9990.0,last_touch,st_000030,cmp_007,pl_007,cr_007,bot_start,2026-09-08 17:09:57.051998905,0.0,0.0
so_00002,su_00032,2026-09-13 13:07:11.013625416,9990.0,last_touch,st_000031,cmp_007,pl_007,cr_007,lead,2026-09-09 14:19:00.454232507,1.0,9990.0
so_00003,su_00043,2026-09-17 07:54:58.083047185,5990.0,last_touch,st_000034,cmp_004,pl_020,cr_005,click,2026-09-10 08:59:22.492756744,0.0,0.0
so_00003,su_00043,2026-09-17 07:54:58.083047185,5990.0,last_touch,st_000035,cmp_004,pl_020,cr_005,bot_start,2026-09-10 09:04:25.437915015,0.0,0.0
so_00003,su_00043,2026-09-17 07:54:58.083047185,5990.0,last_touch,st_000036,cmp_004,pl_020,cr_005,lead,2026-09-10 17:39:39.773119174,1.0,5990.0
so_00004,su_00056,2026-08-28 07:21:26.895222237,9990.0,last_touch,st_000044,cmp_006,pl_022,cr_007,click,2026-08-22 18:05:54.370510437,0.0,0.0
so_00004,su_00056,2026-08-28 07:21:26.895222237,9990.0,last_touch,st_000045,cmp_006,pl_022,cr_007,bot_start,2026-08-22 18:17:23.552821893,0.0,0.0
so_00004,su_00056,2026-08-28 07:21:26.895222237,9990.0,last_touch,st_000046,cmp_006,pl_022,cr_007,lead,2026-08-22 20:53:56.676524144,1.0,9990.0
so_00005,su_00062,2026-09-11 21:26:23.089519975,3990.0,last_touch,st_000050,cmp_003,pl_003,cr_003,click,2026-09-09 19:00:23.647480160,0.0,0.0
so_00005,su_00062,2026-09-11 21:26:23.089519975,3990.0,last_touch,st_000051,cmp_003,pl_003,cr_003,bot_start,2026-09-09 19:28:49.154434334,0.0,0.0
so_00005,su_00062,2026-09-11 21:26:23.089519975,3990.0,last_touch,st_000052,cmp_003,pl_003,cr_003,lead,2026-09-10 14:05:36.568310424,1.0,3990.0
so_00006,su_00063,2026-09-01 07:49:26.294310982,9990.0,last_touch,st_000053,cmp_003,pl_019,cr_004,click,2026-08-30 14:07:58.052554127,0.0,0.0
so_00006,su_00063,2026-09-01 07:49:26.294310982,9990.0,last_touch,st_000054,cmp_003,pl_019,cr_004,bot_start,2026-08-30 14:29:54.170350479,0.0,0.0
so_00006,su_00063,2026-09-01 07:49:26.294310982,9990.0,last_touch,st_000055,cmp_003,pl_019,cr_004,lead,2026-08-31 13:00:36.426282268,1.0,9990.0
so_00007,su_00064,2026-08-20 06:10:17.659163252,9990.0,last_touch,st_000056,cmp_004,pl_028,cr_013,click,2026-08-18 13:00:39.032584449,0.0,0.0
so_00007,su_00064,2026-08-20 06:10:17.659163252,9990.0,last_touch,st_000057,cmp_004,pl_028,cr_013,bot_start,2026-08-18 13:15:30.659634936,0.0,0.0
so_00007,su_00064,2026-08-20 06:10:17.659163252,9990.0,last_touch,st_000058,cmp_004,pl_028,cr_013,lead,2026-08-18 15:19:44.118482679,1.0,9990.0
so_00008,su_00074,2026-08-27 21:20:45.629764405,5990.0,last_touch,st_000063,cmp_006,pl_022,cr_007,click,2026-08-22 19:40:17.445461212,0.0,0.0
so_00008,su_00074,2026-08-27 21:20:45.629764405,5990.0,last_touch,st_000064,cmp_006,pl_022,cr_007,bot_start,2026-08-22 19:49:13.213142912,0.0,0.0
so_00008,su_00074,2026-08-27 21:20:45.629764405,5990.0,last_touch,st_000065,cmp_006,pl_022,cr_007,lead,2026-08-22 23:18:40.779521548,1.0,5990.0
so_00009,su_00076,2026-09-07 10:30:24.016471102,19990.0,last_touch,st_000066,cmp_005,pl_013,cr_013,click,2026-09-01 18:53:44.728035475,0.0,0.0
so_00009,su_00076,2026-09-07 10:30:24.016471102,19990.0,last_touch,st_000067,cmp_005,pl_013,cr_013,bot_start,2026-09-01 18:59:51.586738441,0.0,0.0
so_00009,su_00076,2026-09-07 10:30:24.016471102,19990.0,last_touch,st_000068,cmp_005,pl_013,cr_013,lead,2026-09-02 04:42:39.864634787,1.0,19990.0
so_00010,su_00081,2026-09-11 22:00:16.661040231,14990.0,last_touch,st_000070,cmp_007,pl_015,cr_000,click,2026-09-07 10:32:53.340705019,0.0,0.0
so_00010,su_00081,2026-09-11 22:00:16.661040231,14990.0,last_touch,st_000071,cmp_007,pl_015,cr_000,bot_start,2026-09-07 10:34:20.842371484,0.0,0.0
so_00010,su_00081,2026-09-11 22:00:16.661040231,14990.0,last_touch,st_000072,cmp_007,pl_015,cr_000,lead,2026-09-07 22:41:19.851908512,1.0,14990.0
so_00011,su_00107,2026-08-27 00:22:47.212058870,19990.0,last_touch,st_000089,cmp_002,pl_026,cr_011,click,2026-08-22 10:16:10.680852390,0.0,0.0
so_00011,su_00107,2026-08-27 00:22:47.212058870,19990.0,last_touch,st_000090,cmp_002,pl_026,cr_011,bot_start,2026-08-22 10:20:35.729239966,0.0,0.0
so_00011,su_00107,2026-08-27 00:22:47.212058870,19990.0,last_touch,st_000091,cmp_002,pl_026,cr_011,lead,2026-08-22 22:39:38.948908503,1.0,19990.0
so_00012,su_00130,2026-08-23 10:37:40.284261943,14990.0,last_touch,st_000102,cmp_002,pl_026,cr_011,click,2026-08-21 12:40:46.148562354,0.0,0.0
so_00012,su_00130,2026-08-23 10:37:40.284261943,14990.0,last_touch,st_000103,cmp_002,pl_026,cr_011,bot_start,2026-08-21 12:55:19.863829617,0.0,0.0
so_00012,su_00130,2026-08-23 10:37:40.284261943,14990.0,last_touch,st_000104,cmp_002,pl_026,cr_011,lead,2026-08-22 08:08:29.832170924,1.0,14990.0
so_00013,su_00132,2026-09-14 16:31:18.206618211,5990.0,last_touch,st_000107,cmp_004,pl_020,cr_005,click,2026-09-09 16:44:33.056968252,0.0,0.0
so_00013,su_00132,2026-09-14 16:31:18.206618211,5990.0,last_touch,st_000108,cmp_004,pl_020,cr_005,bot_start,2026-09-09 16:53:57.368326350,0.0,0.0
so_00013,su_00132,2026-09-14 16:31:18.206618211,5990.0,last_touch,st_000109,cmp_004,pl_020,cr_005,lead,2026-09-10 08:00:46.896119707,1.0,5990.0
so_00014,su_00133,2026-08-16 20:53:51.640137130,14990.0,last_touch,st_000110,cmp_000,pl_016,cr_001,click,2026-08-11 10:38:06.781536112,0.0,0.0
so_00014,su_00133,2026-08-16 20:53:51.640137130,14990.0,last_touch,st_000111,cmp_000,pl_016,cr_001,bot_start,2026-08-11 10:50:58.502665871,0.0,0.0
so_00014,su_00133,2026-08-16 20:53:51.640137130,14990.0,last_touch,st_000112,cmp_000,pl_016,cr_001,lead,2026-08-11 16:34:30.829365941,1.0,14990.0
so_00015,su_00140,2026-08-22 21:47:00.303230140,3990.0,last_touch,st_000116,cmp_005,pl_021,cr_006,click,2026-08-17 18:35:12.104281148,0.0,0.0
so_00015,su_00140,2026-08-22 21:47:00.303230140,3990.0,last_touch,st_000117,cmp_005,pl_021,cr_006,bot_start,2026-08-17 19:03:29.577016638,0.0,0.0
so_00015,su_00140,2026-08-22 21:47:00.303230140,3990.0,last_touch,st_000118,cmp_005,pl_021,cr_006,lead,2026-08-18 10:17:03.254833844,1.0,3990.0
so_00016,su_00146,2026-09-11 05:32:40.465411243,19990.0,last_touch,st_000122,cmp_003,pl_027,cr_012,click,2026-09-06 05:00:26.261116437,0.0,0.0
so_00016,su_00146,2026-09-11 05:32:40.465411243,19990.0,last_touch,st_000123,cmp_003,pl_027,cr_012,bot_start,2026-09-06 05:10:44.540245313,0.0,0.0
so_00016,su_00146,2026-09-11 05:32:40.465411243,19990.0,last_touch,st_000124,cmp_003,pl_027,cr_012,lead,2026-09-06 18:51:26.306133259,1.0,19990.0
so_00017,su_00154,2026-08-30 07:06:27.191034665,19990.0,last_touch,st_000131,cmp_001,pl_017,cr_002,lead,2026-08-23 15:53:05.719198940,1.0,19990.0
so_00018,su_00155,2026-08-25 07:07:42.901162958,5990.0,last_touch,st_000132,cmp_001,pl_009,cr_009,click,2026-08-21 11:58:04.614800997,0.0,0.0
so_00018,su_00155,2026-08-25 07:07:42.901162958,5990.0,last_touch,st_000133,cmp_001,pl_009,cr_009,bot_start,2026-08-21 12:00:24.590854848,0.0,0.0
